mp_id,formula,K_vrh_DFT,G_vrh_DFT,K_vrh_mace_matpes_PBE_0_D3,G_vrh_mace_matpes_PBE_0_D3
mp-1025167,Hf(VGa2)2,133.265,85.459,148.23478484437973,88.18948971884043
mp-570791,SiC,213.212,187.261,260.66010360231553,214.4641320531248
mp-35841,Li2CuGe,58.787,40.226,81.35092876923032,51.307659935823594
mp-3387,CaSiO3,214.891,122.375,241.1263483001603,166.50225582343626
mp-11375,EuHg,41.48,17.948,44.7335583066197,22.880374213408295
mp-319,Sm2Tl,48.346,18.805,33.227402150978854,18.507504499023234
mp-12059,Sm(PRu)2,142.12,93.691,160.35893180573828,95.93537699332053
mp-865507,VSiRu2,250.046,119.671,261.28917609236646,100.24238623254615
mp-978552,SiRh3,238.173,104.483,276.7614369985827,107.57980194473785
mp-867158,SmCd3,56.236,23.153,52.343483793362076,23.015850688761546
mp-985438,Ce2CdHg,77.089,16.069,54.61400484591,13.114975883456113
mp-10402,TiTl2F6,25.672,7.213,61.66348622194789,23.715807623920913
mp-866116,HoTaRu2,183.596,73.942,204.43704127240622,59.68774331676363
mp-862372,Sc2RuRh,148.186,63.627,152.75562091039347,74.25347093861225
mp-1018649,BC5,376.878,331.922,431.5818630361563,360.69194895668227
mp-21374,Cd(InTe2)2,20.89,12.794,39.828232615225126,20.796817006810105
mp-972257,LaTb3,34.964,19.382,32.09667499631752,28.1978471132395
mp-984240,CsCaO3,40.397,10.838,42.154330760105296,9.185748311770551
mp-10256,VTe,62.066,40.094,58.65896640211429,37.66740609702655
mp-16521,Al3Os2,202.423,117.084,215.68925163481654,155.43314643109306
mp-865713,Li2TlBi,30.009,22.827,37.932391037293385,20.562191164881952
mp-1025288,TbGa5Co,92.096,54.393,94.2930967525226,58.456577576254304
mp-7163,Tb,40.344,25.572,33.46369409027757,27.26461404927507
mp-568806,C,112.835,71.286,122.77005149239783,82.88614457367498
mp-861510,Pr2SnHg,53.848,19.059,46.15278888260541,6.702486897908075
mp-11517,NbRu3,254.366,135.775,239.77482265150078,121.08865589030071
mp-30363,BaAu2,44.664,16.757,51.995430392877175,25.253181959443175
mp-13181,LaF3,125.291,12.21,136.12947558207244,37.04806820000929
mp-570910,Rb2CrCl4,20.171,9.206,25.36865894087027,15.21572691231393
mp-13095,YAlNi,92.941,38.915,93.77992159893732,40.40649250458557
mp-2334,DyCu,71.228,31.884,58.42820953031546,29.89012159011438
mp-20211,Mn3Si,227.244,100.274,203.5951160712531,124.88839351144148
mp-12765,GdC2,82.475,40.245,123.95732257925187,57.35483063501807
mp-961696,MnCoSi,181.264,72.168,149.28880135255565,83.14878238786683
mp-448,CoN,248.591,47.951,212.3660899042271,75.97993713548618
mp-3747,Ti3AlC2,158.241,128.029,225.6360656541265,142.69417082835471
mp-1016826,MgIrO3,172.48,16.076,207.10679658929234,36.117072908893356
mp-8161,CaPdF4,75.302,30.762,82.99790568049387,40.25538568789124
mp-2468774,LiCuS,62.759,30.22,81.82349700671628,45.061752318409646
mp-2659,LiN3,35.899,18.796,95.28152071939122,62.21656878806668
mp-1447,SmSe,76.17,29.406,60.33733117307798,40.1550800014482
mp-22486,Tb(MnGe)2,115.215,64.592,118.4809274602337,73.03804900560182
mp-4064,Ca(NiP)2,105.433,73.682,141.61339267734178,78.53003062347744
mp-141,Yb,14.467,12.032,21.77070033344214,19.749137987538727
mp-10021,Ga,55.429,46.698,57.694683894341814,14.03860242984498
mp-5055,Na6MnS4,30.501,13.834,38.518372552599665,24.81628424410799
mp-983908,Er2ZnAu,77.836,35.198,67.58760336101015,30.705566380526037
mp-1377,ThCu2,94.521,32.47,114.26018907976781,34.4437447666544
mp-22446,Li2PrSb2,41.299,21.813,48.54660695222445,30.89989655698709
mp-2845,SbPt,121.63,33.728,126.77745224415392,63.31100880663693
mp-866001,AlVRu2,236.108,125.212,242.39010957618467,128.08331110360996
mp-6319,Na2MgAlF7,64.198,40.586,77.68253508108343,45.37488577854161
mp-1016296,SrMg6Mo,39.303,25.678,45.08406720983644,26.365965207333428
mp-3456,Tb(CuSi)2,119.971,76.235,132.27094583777503,77.12653117738873
mp-4492,MnCo2Si,218.693,111.468,205.78880597340182,104.25207150461299
mp-567191,CaAlSi,55.59,38.055,61.931651835661214,48.06535714956829
mp-865753,YbErPd2,79.277,27.507,86.86903027963297,30.835639002354657
mp-1025069,PrSn2,53.735,30.622,57.570309516349226,31.68033565737323
mp-4895,UTeAs,71.159,29.644,94.32061386303302,57.20762820982874
mp-11482,MoIr3,337.003,189.314,351.78097659586456,177.62461186103792
mp-684597,InSb,47.174,18.782,55.182074775336275,22.313320355488404
mp-2589,MgO2,129.089,86.082,163.2255500135051,119.14577064206414
mp-865615,GaSiRu2,228.828,88.656,237.16961560222632,123.7123826129027
mp-4249,Hg(CO2)2,44.013,20.522,67.76912478338913,41.11602069015928
mp-22204,Co2P,223.42,75.138,241.64013846087724,115.68667479171212
mp-20595,Eu(AlSi)2,61.992,42.25,72.71624188443562,49.94248172491574
mp-2784,Na2Te,19.229,11.389,23.424466719514726,14.52626382815156
mp-12990,Ti2AlC,137.103,115.936,189.33769851665375,118.18272777838727
mp-568912,Be12Nb,134.036,144.017,196.85071292165563,161.63997793189054
mp-1009695,CaB2,121.439,104.665,147.56814396451352,114.63275083565223
mp-1549,TbPt3,169.757,71.121,169.85885592194794,50.11981904868786
mp-23060,Cs2PtI6,7.331,3.998,22.544766569058698,12.72986611976564
mp-30737,YMgAg,54.978,36.231,61.3039239120335,23.63742204934453
mp-13334,ZnSnO3,164.367,62.67,139.91348036807392,64.7983910681013
mp-546279,ScBrO,22.781,13.41,80.30990142590642,40.03204680639242
mp-4864,CaMgSn,40.739,28.662,49.186123445736996,35.126292853759
mp-556382,EuClF,48.258,23.338,49.57185436516979,28.245880657939736
mp-567590,LuOs2,218.705,75.807,236.73457684728456,79.79124196496375
mp-865989,Al2IrRu,218.535,127.182,223.45080434103568,145.53187328971933
mp-864672,NbSiTc2,245.129,86.818,270.37609186491846,119.82562525929141
mp-9386,CsAu3Se2,7.606,2.961,56.78163945137992,17.414351425507284
mp-11478,GaAg,65.386,7.734,88.87956603380023,12.660015575899322
mp-601257,DyCuPbSe3,45.811,23.788,66.32950796034261,34.59570088405045
mp-8842,CaSiPd,65.66,32.776,92.67121926804562,46.8682864648418
mp-10074,GeSe2,13.587,10.677,41.24539715999324,19.855546876194968
mp-865378,LuSnRh2,142.714,236.351,162.37510125581755,67.49672965770571
mp-27164,FeP4,136.947,112.471,141.67949402803504,104.15332461083165
mp-1219553,RbBH4,11.822,7.082,44.44664928224047,32.65305146062356
mp-631377,Re2PtRh,293.668,233.098,284.4789525355896,-68.05222856604259
mp-22685,TbInCu2,90.141,43.172,86.49659347408227,44.0597530809738
mp-867361,CeTlAu2,83.944,20.109,92.36051677606568,33.260106326175304
mp-980192,YbOs3,224.333,46.685,232.90843025320885,73.41215500766921
mp-976838,Ni3Au,173.553,46.299,194.48151298582164,85.77616535856825
mp-1319,ZrTe,88.453,48.267,86.10747723163838,50.33692283414945
mp-1025150,Cu2WSe4,30.602,11.26,77.6208515761933,28.261663291244197
mp-21844,UTl3,51.996,27.469,64.45448638319208,22.55145783185362
mp-29152,Zr2CoP,158.429,79.053,160.20706669271254,78.69712421708236
mp-3982,KCuO2,34.178,17.182,51.47471756538199,31.097526306889222
mp-980094,TiPd,151.922,87.665,175.6674124494437,60.610587669985854
mp-7601,NbGaO4,162.98,59.533,174.79263286677835,71.56864054732041
mp-582034,SiC,213.198,187.685,259.5073015022426,214.85533919075473
mp-1949,TiMn2,181.973,54.384,156.4528876296743,46.265786371383975
mp-7473,LiCu2Si,105.396,55.803,142.75484087485066,79.55162160800653
mp-2172,AlAs,67.291,39.773,72.40799300977181,46.13627458337377
mp-760414,Ti3PdO,170.984,45.205,184.91994005638722,90.07978026989572
mp-9124,LiZnAs,53.606,40.964,64.02090811025576,47.159446103950536
mp-1189382,La2Co7,340.64,37.755,130.88167000281962,39.07496197040778
mp-5540,SrB4O7,147.126,118.908,183.6255086509369,101.6051639030437
mp-1013553,Sr3AsP,31.673000000000002,21.339,33.800024244718664,21.449591710976968
mp-23794,H4NF,30.444,6.912,75.90880633711951,48.25880982760163
mp-1013708,Ba3SbN,17.51,7.688,15.317587579941732,2.591835129644749
mp-972879,Sc2RuAu,125.306,30.673000000000002,141.790855064376,58.55103369343803
mp-1057,Al3Ni2,131.24,87.345,149.8295098913329,95.30887649130902
mp-2516584,C,113.32,87.786,122.67293569777408,79.65449513123363
mp-975905,Mo3I,178.725,20.22,221.84499726662742,57.164379805621756
mp-23189,BI3,0.806,0.637,21.027564027366303,14.558421448856866
mp-864884,DyCdHg2,63.398,20.259,57.500567836789486,19.1932629185932
mp-3792,YAlO3,190.06,111.803,218.4814246323727,112.8393761529798
mp-8884,ZnTe,42.546,22.507,47.98024449970501,34.297790868007
mp-973622,K3Sr,4.901,1.584,4.973039057875162,2.1472578065676817
mp-30953,GaBr3,0.727,1.064,30.066086132264388,13.3789664322899
mp-3097,Tb(SiRh)2,152.124,89.341,159.52977551024816,81.81805054024724
mp-15800,Ti3PO2,181.87,66.326,162.93144387334976,64.85638506218152
mp-1217964,TaB2Mo3C2,315.136,199.102,343.1893783211583,213.13535189833576
mp-11147,Na5CuSO2,35.442,18.576,46.34392087336343,28.19115973383655
mp-1009828,BaSiC,24.222,20.55,48.47910893476681,17.41352294594228
mp-31136,Lu2NiSn6,65.165,38.649,74.25771706634012,40.69945676321854
mp-1008395,C,401.484,421.283,491.347497652769,410.23338471151413
mp-1018149,ScCu2,101.63,42.846,125.8944421964363,54.59034461377524
mp-961713,ZrSnPt,133.908,63.302,164.1117863819938,79.95404038777869
mp-2977,CuAgTe2,20.693,10.103,67.85306364977826,27.980379909444185
mp-132,Ca,17.349,10.874,19.284057528377556,13.545359628954126
mp-5920,LiAlGe,55.853,50.642,63.97146515141605,53.788377365261056
mp-2536,Ni2B,238.119,98.426,265.135884527037,125.06274378622572
mp-3679,NiSbS,84.973,51.865,123.34425341241592,63.55150624391027
mp-567724,TaSe2,19.6,11.97,120.58929877972159,69.5921445703232
mp-862886,CaPmPt2,87.525,34.909,78.9917191782331,18.441492005638928
mp-1191630,ScCoB4,223.874,172.568,272.5899420007501,186.92700546670804
mp-76,Sr,10.978,5.411,11.765645479522648,6.90202138787588
mp-976784,NiAu3,144.369,20.114,170.2294021915613,42.71288268270532
mp-999558,Mn2SiNi,198.379,89.79,213.44096307424476,110.88249657924841
mp-542264,BaNaCe2C4O12F,74.92,34.761,109.64627631577567,57.01555219923286
mp-4002,Li2ZrF6,58.042,35.314,78.27772877964529,34.547787876745176
mp-1013714,Ba3SbAs,19.616,10.293,26.78843261825169,8.371596725072429
mp-23341,Bi2Pt2O7,179.413,76.076,156.40054867166933,78.16842433844022
mp-866005,Dy2TlCd,57.964,25.723,46.14345850044036,21.06792287367082
mp-972549,SmLu3,43.336,28.525,40.439184615287935,31.73002739022794
mp-631322,KSnOs,58.658,15.074,59.91719929767923,31.760544271042992
mp-2811,MoN,332.975,196.526,346.8325890512944,202.40254086165405
mp-28233,MnCl2,7.158,4.202,80.67977109828144,22.40982762850367
mp-1558,SrPd2,80.634,31.664,104.71368395990652,45.038873932441895
mp-1009657,CaN2,82.688,39.226,111.42866982013857,58.940030241913846
mp-890,NdIr2,183.307,78.105,168.31502679894004,59.3628937716402
mp-1153,Li2S,40.49,33.875,43.39203625784957,35.24509446237994
mp-941221,Li(BH)5,16.486,10.386,94.86264248749576,79.62068457705222
mp-11364,TiCu,129.327,49.243,162.42077619478482,42.24227295974426
mp-9274,Rb3Sb2Au3,15.491,5.4879999999999995,43.700609427922345,17.446449577579738
mp-977589,Tm2TlCd,60.245,24.389,42.24594286849991,22.78770609714459
mp-1007760,Ge,59.529,45.231,77.026160758515,62.06039832227406
mp-555678,Na4Ti5O12,133.543,60.956,148.7146640229069,69.98972982224532
mp-19761,LaGe2,62.983,17.74,65.73071896023889,33.93934028426973
mp-6980,ScCuS2,79.868,37.063,100.0411846244604,52.515467727118185
mp-742,Ti2Cu,130.928,54.059,162.98969188924988,37.49106851762199
mp-12884,Hf5Te4,77.308,36.907,108.05866006510146,67.36868779164071
mp-867372,ThCdAg2,82.451,19.287,108.62611313554014,37.13369794249051
mp-862288,AlFe2W,238.376,45.537,267.5710662654346,149.01312986252677
mp-862870,LiTcO3,194.213,79.846,210.48182478203765,85.66759492682209
mp-867810,LiYHg2,52.184,12.474,61.60362972645635,30.90295574126018
mp-2680,LaB6,181.75,134.517,210.18417634065943,139.79104838602123
mp-2027,HfCo,123.98,60.459,144.9917625359856,67.56664012009088
mp-7463,Cu3P,124.032,41.154,152.46322242397656,62.95408779422195
mp-776320,CuAsO3,50.551,6.569,161.07964185393348,82.94656680398991
mp-1774,ErB2,171.507,164.724,161.51815048440105,140.76047071902005
mp-946,PrIr2,179.692,75.41,163.63048685053835,48.95870219645282
mp-8122,ErCuSi,97.809,63.774,87.03090344274803,48.166771889821334
mp-867874,BeVRu2,241.663,90.582,272.3048925563836,120.00595447445453
mp-2606,BaPd5,99.329,39.724,115.27698137492891,47.86406860803605
mp-22154,In2Au,53.29,13.931000000000001,74.09794396548966,31.883710974148023
mp-644481,ScO,184.583,103.187,178.76162209326836,127.354360730386
mp-865671,Y2ZnIn,59.596,33.082,61.46106295375985,28.996415138110027
mp-9385,RbAu3Se2,9.541,3.555,62.32801614366421,21.25630905793392
mp-10778,RbPrSe2,31.371,18.356,37.7573327857511,19.81083131009527
mp-865964,Li2CaSn,34.099,27.664,53.85744970452384,47.85003792591648
mp-4793,U(SiPd)2,141.952,48.272,160.32086476617286,80.16560443672354
mp-11256,ScAu,103.841,41.675,106.6917430363608,48.76973539728602
mp-570157,ZrBrN,22.365,16.412,97.0021575072144,52.62000672065636
mp-861872,Ac2HgGe,47.445,14.917,50.787473144184816,15.89808221070744
mp-1378,LiC,40.769,30.156,79.47684570918605,51.562623036392374
mp-867242,Sc2ZnGa,78.569,46.4,77.22510772903584,49.251233640611275
mp-865563,LuZnPd2,111.102,18.066,123.6770933894852,39.07021576762315
mp-1008527,B2CN,326.549,315.747,368.03795904460907,277.9391550099143
mp-129,Mo,262.529,117.048,250.53602672480997,77.66610963473421
mp-9577,Ca3(AlSi)2,49.839,35.571,60.746876869441415,41.7135990927193
mp-20994,TaO2,255.403,113.66,242.03238133683254,139.70785485298424
mp-976321,Li3Pr,20.736,1.26,17.61949461553788,11.629355078829631
mp-281,YbCo2,93.676,14.307,134.31216371950904,45.26339021822926
mp-810,NiSb,108.123,50.253,124.0800141313136,68.46139055873265
mp-1009019,FeN,200.505,84.859,248.21834932490384,109.91861904893204
mp-542065,CdAgSb,58.715,6.418,75.57299838809254,25.301499270461647
mp-7622,KSO4,21.988,11.3,84.39085340750917,53.52055964361866
mp-15963,HfPRu,220.115,95.48,213.21939577810954,95.42790385975124
mp-1016197,MgSiAs2,57.986,28.695,62.889768584960144,33.400750597749315
mp-983567,CaAc3,22.937,13.541,25.245261379990072,19.073472634265787
mp-747,BaPt2,103.144,39.324,122.04222173137576,46.10913502045662
mp-2012,LiHg,32.253,13.906,45.980901527278135,24.42285532880354
mp-972960,La2IrAu,86.527,12.239,91.71479802006797,22.102075693507615
mp-11733,Lu3InN,95.187,72.27,111.94966584529915,79.93929554748178
mp-999190,SmCoC2,151.847,90.299,154.277946913227,91.1894591342947
mp-979422,YGaAu2,85.925,3.029,102.34080042281416,25.746711026140183
mp-569426,SrZn2,35.093,14.647,44.33584003156581,23.44314618799329
mp-13548,Cs2Pt,12.618,4.817,21.05399480269584,11.389890602071604
mp-775910,ZrO2,188.21,98.43,242.9176944860978,96.1586678626932
mp-985831,HfSe2,16.811,12.019,77.086144535448,47.98978573621332
mp-2668,Mn3As,121.507,44.278,146.06959384485623,95.66466496969441
mp-11553,TlPt,62.299,7.605,61.794650868482286,15.403454956339013
mp-1039148,CaMg,25.36,14.975,27.848716589102054,18.236572905080916
mp-568880,YInPd2,102.492,30.541,111.30418697071066,39.76053897678793
mp-464,HoSe,82.998,29.485,68.67875006018512,41.76805641296148
mp-12104,NbSi2,175.016,142.771,244.80227436494272,152.8270027484714
mp-492,TiN,278.511,191.577,287.06649799831945,153.5513181624275
mp-862258,Sc2ZnPt,112.221,7.036,113.24588160222159,55.13237905466331
mp-11597,NdBPt3,170.929,60.983,172.06705829637175,56.85315449631852
mp-22256,NdMnSi,56.943,32.522,74.96733675317329,48.74371779667174
mp-1159,Zr2Fe,123.018,31.901,113.79117499647256,34.71017262176204
mp-1004377,HfB6,181.947,16.36,190.43713654120404,37.26504633874855
mp-552738,TmBi2IO4,68.302,37.095,99.23800385360427,49.816221134825554
mp-973067,ScGa2Ru,128.767,23.656,113.99074437828675,21.29325658800198
mp-19747,Ni3(PbSe)2,57.203,17.818,98.29699539344038,39.37700165959835
mp-1029776,Li2GeN2,83.069,43.636,138.47618068875693,105.22284209697176
mp-976356,NdSc3,44.174,24.132,41.34693171775211,30.076346437485217
mp-10185,Mg3ZnC,62.165,37.249,73.64932046923047,47.53026375156722
mp-22934,K2PtCl4,12.029,6.6690000000000005,31.620053057792017,19.020437310639632
mp-2030,RuS2,172.042,121.491,240.34244521649217,113.90632645886949
mp-865936,LiSc2Tc,82.734,32.676,91.68802749410982,39.68187030901603
mp-1009769,RuN,281.889,287.292,307.02700035197597,25.0060348062154
mp-540839,CsPbI3,9.811,4.607,19.735871249718457,9.985902311041563
mp-21022,Nd3InN,75.749,52.058,66.35846959992664,43.26891920770709
mp-554822,CsSb(PO4)2,28.723,27.719,117.50179629940634,67.51393574274793
mp-569815,Si2Ru,183.66,108.94,206.06567980945044,106.77946649767699
mp-22925,AgI,25.685,6.593,31.419716523601046,10.82730675694117
mp-568619,SiC,213.208,188.038,260.316471969147,207.46055948491428
mp-1009831,TaN,312.497,189.096,479.3530455800509,185.61088952827404
mp-9850,DyP5,66.326,42.871,87.99759039708506,51.664299595535255
mp-1569,Be2C,200.504,228.81,241.89779265527343,256.2026210013574
mp-23764,Mg3Si2H4O9,63.515,35.137,138.74023867954028,81.76697282547794
mp-865999,YbTlPd2,82.283,15.978,102.42865956128081,33.513083865055066
mp-5782,AlAgS2,62.691,21.746,65.5340095483089,29.3284150323871
mp-1428312,AgN,147.992,27.861,162.93808280026315,2.8631767003908606
mp-753326,LiAg2F6,50.447,17.197,59.55813957823854,21.965811059153022
mp-1420858,BiN,116.636,6.697,121.55433975923586,28.88205928198676
mp-2394167,VN,299.032,148.726,336.08538437189486,182.66482594006854
mp-37,Th,55.005,39.908,86.36099736233595,37.684384697751
mp-972925,ScZn2Au,98.751,37.129,115.78093356223678,45.75390021204377
mp-309,ThAg2,83.938,36.124,104.35784771772072,42.885323032915636
mp-1020011,Li14P2(N2O)3,83.023,68.471,146.55007510746952,110.15856609021583
